Document ID,Chapter,Section No.,Section,Sub-Section,Summary,Action Item,Due date,Periodicity,Marked as Completed,Work Status,Role Assigned To,Document Summary,Document Action Item
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,41,Reconciliation Framework,"- 41.A real-time/near-real time (not later than 24 hours from the time of receipt of settlement file(s)) reconciliation framework for all digital payment transactions between RE and all other stakeholders such as payment system operators, business correspondents, card networks, payment system processors, payment aggregators, payment gateways, third party technology service providers, other participants, etc., shall be put in place for better detection and prevention of suspicious transactions. A mechanism shall be introduced to monitor the implementation and effectiveness of such framework.",Organizations must establish a real-time reconciliation framework for digital payment transactions within 24 hours of receiving settlement files to enhance detection and prevention of suspicious activities.,Implement a real-time reconciliation framework for all digital payment transactions and ensure monitoring mechanisms are in place.,2025-06-26,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,42,User Guidelines and Training,"- 42.REs shall incorporate secure, safe and responsible usage guidelines and training materials for end users within the digital payment applications. They shall also make it mandatory (i.e. not providing any option to circumvent/avoid the material) for the consumer to go through secure usage guidelines (even in the consumer’s preferred language) while obtaining and recording confirmation during the onboarding procedure in the first instance and first use after each update of the digital payment application or after major updates to secure and safe usage guidelines.",Organizations must ensure that end users engage with secure usage guidelines and training as part of onboarding and after major updates to digital payment applications.,Implement mandatory training on secure usage guidelines for all users during onboarding and after each major update.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,43,Grievance Process Information,"- 43.REs shall mention/incorporate a section on the digital payment application clearly specifying the process and procedure (with forms/contact information, etc.) to lodge consumer grievances. A mechanism to keep this information periodically updated shall also be put in place. The reporting facility on the application shall provide an option for registering a grievance. Customer dispute handling, reporting and resolution procedures, including the expected timelines for the RE's response should be clearly defined.",Registered Entities must include a detailed section in their digital payment applications outlining the grievance process and maintain updated grievance information.,Incorporate a grievance procedure section in the digital payment application and implement a mechanism for periodic updates.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,44,Online Dispute Resolution,"- 44.REs shall adhere to extant instructions, updated from time to time, to put in place system/s for online dispute resolution for resolving disputes and grievances of customers pertaining to digital payments.",Organizations must establish systems for online dispute resolution in compliance with updated instructions to address customer grievances related to digital payments.,Implement online dispute resolution systems as per the latest instructions provided.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,45,Customer Security Education,"- 45.REs shall educate customers about the need to maintain the physical and logical security of their devices accessing digital payment products and services including recommending secure/regular installation of operating system and application updates, downloading applications only from authorised sources, having anti-malware/anti-virus applications on devices, etc.","Entities must educate customers on maintaining the security of devices used for digital payment services, including installing updates, using authorized app sources, and having security software.",Develop and implement a customer education program focused on device security best practices.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,46,Terms and Conditions Disclosure,"- 46.REs shall ensure that its customers are provided information about the risks, benefits and liabilities of using digital payment products and its related services before they subscribe to them. Customers shall also be informed clearly and precisely on their rights, obligations and responsibilities on matters relating to digital payments, and, any problems that may arise from its service unavailability, processing errors and security breaches. The terms and conditions including customer privacy and security policy applying to digital payment products and services shall be readily available to customers within the product. All digital channels are to be offered on express willingness of customers and shall not be bundled without their knowledge.","Entities must provide customers with clear information about the risks, benefits, liabilities, and their rights regarding digital payment products before subscription.","Ensure that all digital payment product disclosures regarding risks, benefits, liabilities, and customer rights are clearly documented and accessible before customer subscription.",N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,47,Security Feature Communication,"- 47.Whenever new operating features or functions, particularly those relating to security, integrity and authentication, are introduced to online delivery channels, clear and effective communication followed by sufficient instructions to properly utilise such new features should be provided to the customers.",Organizations must provide clear communication and sufficient instructions to customers when new security features are introduced for online delivery channels.,Develop and disseminate communication materials outlining new security features and instructions to customers upon their introduction.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,48,Public Awareness Campaigns,"- 48.REs may continuously create public awareness on the types of threats and attacks used against the consumers while using digital payment products and precautionary measures to safeguard against the same. Customers shall be cautioned against commonly known threats in recent times like phishing, vishing, reverse-phishing, remote access of mobile devices and educated to secure and safeguard their account details, credentials, PIN, card details, devices, etc.",Entities must continuously create public awareness regarding digital payment threats and precautions for consumers.,Develop and distribute educational materials on digital payment security threats and protective measures.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,49,Customer Consent for Digital Products,"- 49.REs shall provide digital payment products and services, to a customer only at her/his option based on specific written or authenticated electronic requisition along with a positive acknowledgement of the terms and conditions.","Digital payment products and services must be provided to customers only upon their explicit written or authenticated electronic request, accompanied by acknowledgment of the terms and conditions.",Ensure customers provide specific written or electronic requisition and acknowledgment before granting access to digital payment services.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,General Controls,50,Fraudulent Transaction Reporting,"- 50.REs should provide a mechanism on their mobile and internet banking application for their customers to, with necessary authentication, identify/mark a transaction as fraudulent for seamless and immediate notification to his RE. On such notification by the customer, the REs may endeavour to build the capability for seamless/instant reporting of fraudulent transactions to the corresponding beneficiary/counterparty’s RE; vice-versa have mechanism to receive such fraudulent transactions reported from other REs. The objective of this mechanism is to accelerate early detection and enable the banking/payment system to trace the transaction trail and mitigate the loss to the defrauded customer at the earliest possible time.","REs must implement a mechanism in their banking applications for customers to report fraudulent transactions, facilitating immediate notification and reporting between REs.",Develop and integrate a reporting mechanism in mobile and internet banking applications by Q4 2025.,2025-12-31,one-time,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Internet Banking Security Controls,51,Vulnerability Management for Internet Banking,"- 51.Internet banking websites are vulnerable to authentication related brute force attacks/application layer Denial of Service (DoS) attacks. Based on the RE’s individual risk/vulnerability assessment on authentication-related attacks such as brute force/DoS attacks, REs shall implement additional levels of authentication to internet banking websites such as adaptive authentication, strong CAPTCHA (preferably with anti-bot features) with server-side validation, etc., in order to plug this vulnerability and prevent its exploitation. Appropriate measures shall be taken to prevent DNS cache poisoning attacks and for secure handling of cookies. Virtual keyboard option should be made available.","REs must implement additional authentication measures and security controls for internet banking websites to mitigate vulnerabilities to brute force and DoS attacks, including adaptive authentication and strong CAPTCHA features.",Implement adaptive authentication and strong CAPTCHA with anti-bot features on all internet banking websites by Q4 2025.,2025-12-31,one-time,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Internet Banking Security Controls,52,Session Management,- 52.An online session shall be automatically terminated after a fixed period of inactivity.,Online sessions must be automatically terminated after a specified period of inactivity.,Implement session termination protocols for inactivity across online banking platforms.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Internet Banking Security Controls,53,Password Management,"- 53.Secure delivery of password for login purpose shall be ensured. The password generated and dispatched by the RE should be valid for a limited period from the date of its creation. If the password is generated and dispatched by the RE, then, the user shall be compulsorily required to change the password, on the first login.","Organizations must ensure secure password delivery, enforce a time-limited validity for generated passwords, and require users to change their passwords upon first login.","Implement a system for secure password generation and delivery, alongside a mandatory password change protocol on first login.",N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Internet Banking Security Controls,54,Uniformity in Authentication,"- 54.When the internet banking application is accessed through external websites (e.g., in case of payment of taxes, e-commerce transactions, etc.), the procedure for authentication and the appearance/look and feel of the RE’s internet banking site should be made uniform as far as possible.",The authentication procedure and design of the internet banking application accessed via external websites must be standardized across all platforms.,Ensure uniformity in the authentication process and visual design of the internet banking site across external access points.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,55,Anomalies in Mobile Applications,"- 55.On detection of any anomalies or exceptions for which the mobile application was not programmed, the customer shall be directed to remove the current copy/instance of the application and proceed with installation of a new copy/instance of the application. REs shall be able to verify the version of the mobile application before the transactions are enabled.","Customers must uninstall their current mobile application version upon detection of any anomalies and install a new version, which should be verifiable by REs before transactions are enabled.",Establish a protocol for directing customers to uninstall and reinstall the mobile application upon anomaly detection.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,56,Specific Controls for Mobile Applications,"- 56.Specific Controls for mobile applications include: - 56.a Device policy enforcement (allowing app installation/execution after baseline requirements are met); - 56.b Application secure download/install; - 56.c Deactivating older application versions in a phased but time bound manner (not exceeding six months from the date of release of newer version) i.e., maintaining only one version (excluding the overlap period while phasing out older version) of the mobile application on a platform/operating system; - 56.d Storage of customer data; - 56.e Device or application encryption; - 56.f Ensuring minimal data collection/app permissions; - 56.g Application sandbox/containerisation; - 56.h Ability to identify remote access applications (to the extent possible) and prohibit login access to the mobile application, as a matter of precaution; and - 56.i Code obfuscation.","Mobile applications must enforce specific controls, including device policy, secure download, phased deactivation of older versions within six months, and strict data handling practices.",Implement the specified controls for mobile applications as per the outlined requirements.,2025-11-27,one-time,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,57,Device and Application Validation,- 57.REs may consider to perform validation on the security and compatibility condition of the device/operating system and the mobile application to ensure that activities relating to the account are put through the mobile application in a safe and secure manner.,REs should validate the security and compatibility of devices and applications to ensure safe account activities.,Implement a validation process for devices and applications involved in mobile payments.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,58,Root/Jailbreak Detection,- 58.REs may explore the feasibility of implementing a code that checks if the device is rooted/jailbroken prior to the installation of the mobile application and disallow the mobile application to install/function if the phone is rooted/jailbroken.,Organizations should implement code that prevents installation or functioning of the mobile application on rooted or jailbroken devices.,Develop and integrate a detection code to check for rooted/jailbroken status before mobile application installation.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,59,Application Version Checksum,- 59.Checksum of current active version of application shall be hosted on public platform so that users can verify the same.,The current active version's checksum must be publicly accessible for user verification.,Host the checksum of the current active application version on a public platform.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,60,Device Binding,- 60.REs shall ensure device binding of mobile application.,REs must implement device binding for mobile applications to enhance security.,Ensure that device binding is integrated into the mobile application by testing and verifying its effectiveness.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,61,Alternative Authentication Mechanisms,"- 61.Considering that the additional factor of authentication and mobile application may reside on the same mobile device in the case of mobile banking, mobile payments, REs may consider implementing alternatives to SMS-based OTP authentication mechanisms.",Organizations are encouraged to consider alternatives to SMS-based OTP authentication mechanisms for mobile banking and payments due to potential security risks.,Assess and implement alternative authentication methods beyond SMS-based OTP for mobile applications.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,62,Re-authentication on Inactivity,- 62.The mobile application should require re-authentication whenever the device or application remains unused for a designated period and each time the user launches the application. Applications must be able to identify new network connections or connections from unsecured networks like unsecured Wi-Fi connections and must implement appropriate authentication/checks/measures to perform transactions under those circumstances.,"Mobile applications must require re-authentication after inactivity and upon launch, while identifying new or unsecured network connections.",Implement re-authentication measures in the mobile application to ensure compliance with inactivity and network connection checks.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,63,Sensitive Information Management,"- 63.The mobile application should not store/retain sensitive personal/consumer authentication information such as user IDs, passwords, keys, hashes, hard coded references on the device and the application should securely wipe any sensitive customer information from memory when the customer/user exits the application.",The mobile application must not retain sensitive personal authentication information and should securely erase it from memory upon exit.,Implement secure data handling protocols to prevent storage of sensitive information and ensure secure data wipe upon application exit.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,64,Temporary Files Security,- 64.REs shall ensure that their mobile application limit the writing of sensitive information into ‘temp’ files. The sensitive information written in such files must be suitably encrypted/masked/hashed and stored securely.,"Mobile applications must limit the writing of sensitive information into temporary files and ensure that such information is encrypted, masked, or hashed before secure storage.",Implement controls to limit sensitive data writing in temp files and ensure proper encryption/masking/hashing methods are applied.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,65,Anti-Malware Capabilities,- 65.REs may consider designing anti-malware capabilities into their mobile applications.,REs should consider incorporating anti-malware capabilities within their mobile applications to enhance security.,Evaluate and design anti-malware solutions for all mobile applications.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Mobile Payments Application Security Controls,66,SQL Query Restrictions,"- 66.REs shall ensure that the usage of raw (visible) SQL queries in mobile applications to fetch or update data from databases is avoided. Mobile applications should be secured from SQL injection type of vulnerabilities. Sensitive information should be written to the database in an encrypted form. Web content, as part of the mobile application’s layout, should not be loaded if errors are detected during SSL/TLS negotiation. Certificate errors on account of the certificate not being signed by a recognised certificate authority; expiry/revocation of the certificate must be displayed to the user.","Mobile applications must avoid using raw SQL queries, encrypt sensitive data, and handle SSL/TLS negotiation errors appropriately to mitigate vulnerabilities.","Implement measures to prevent raw SQL queries, ensure sensitive data is encrypted in the database, and establish error handling for SSL/TLS negotiation failures.",N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Card Payments Security,67,Payment Card Standards,"- 67.REs shall follow various payment card standards (over and above PCI-DSS and PA-DSS) as per Payment Card Industry (PCI) prescriptions for comprehensive payment card security as per applicability/readiness of updated versions of the standards such as - 67.a PCI-PIN (secure management, processing, and transmission of personal identification number (PIN) data); - 67.b PCI-PTS (security approval framework addresses the logical and/or physical protection of cardholder and other sensitive data at point of interaction (POI) devices and hardware security modules (HSMs); - 67.c PCI-HSM (securing cardholder-authentication applications and processes including key generation, key injection, PIN verification, secure encryption algorithm, etc.); and - 67.d PCI-P2PE (security standard that requires payment card information to be encrypted instantly upon its initial swipe and then securely transferred directly to the payment processor).","Entities must adhere to multiple payment card standards and protocols for ensuring comprehensive security in card payments, including PCI-PIN, PCI-PTS, PCI-HSM, and PCI-P2PE, as applicable.",Review and implement necessary measures to comply with the specified PCI standards for payment card security.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Card Payments Security,68,Terminal Validation,- 68.REs should ensure that terminals installed at the merchants for capturing card details for payments or otherwise are validated against the PCI-P2PE program to use PCI-approved P2PE solutions; PoS terminals with PIN entry installed at the merchants for capturing card payments (including the double swipe terminals) are approved by the PCI-PTS program.,Merchants must ensure that terminals for capturing card details are validated against the PCI-P2PE program and that PoS terminals with PIN entry are approved by the PCI-PTS program.,Verify and validate all terminals against the PCI-P2PE program and ensure PoS terminals have PCI-PTS approval.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Card Payments Security,69,Infrastructure Security,- 69.Acquirers shall secure their card payment infrastructure (Unique Key Per Terminal - UKPT or Derived Unique Key Per Transaction - DUKPT/Terminal Line Encryption - TLE).,Acquirers are required to secure their card payment infrastructure using UKPT or DUKPT/TLE methods.,Implement UKPT or DUKPT/TLE security measures for card payment infrastructure.,N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Card Payments Security,70,HSM Security Controls,"- 70.The security controls to be implemented at HSM are: - 70.a The HSMs should have logging enabled, the logs must themselves be tamper proof; - 70.b HSM can become a single point of failure. This needs to be mitigated by ‘clustering’ for high availability and ensure secure backups; - 70.c Access to the HSM should be controlled through Access Control Lists (ACLs); - 70.d Separate ACLs should be maintained for each individual application to ensure application level isolation; - 70.e All access to HSM should be managed and monitored using a robust Privileged Identity and Access Management solution; - 70.f Decryption and validation of keys, PIN should be done at HSM; - 70.g Card PIN generation and printing should be directly at system connected HSM; - 70.h CVV generation and validation should be done at HSM; - 70.i Ensure HSM is implemented with secure PIN block format with controls to disable outputting PIN block in weaker format; - 70.j Secure key management for HSMs (such as LMKs, etc.); and - 70.k Security of the physical keys of the HSM device should be properly maintained.","Organizations must implement comprehensive security controls for HSMs, including logging, access control, and secure key management.","Establish and enforce security controls for HSMs, including logging, ACLs, and secure key management practices.",N/A,N/A,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Card Payments Security,71,ATM Security Measures,"- 71.REs shall implement the following for improving the security posture of the ATM: - 71.a Implement security measures such as BIOS password, disabling USB ports, disabling auto-run facility, applying the latest patches of operating system and other softwares, terminal security solution, time-based admin access, etc.; - 71.b Implement anti-skimming and whitelisting solution; and - 71.c Upgrade all the ATMs with supported versions of operating system. Use of ATMs that have unsupported operating systems shall be prohibited.","Regulated entities must enhance ATM security by implementing strict measures such as BIOS passwords, disabling USB ports, and upgrading to supported operating systems.",Ensure all ATMs are upgraded to supported operating system versions and implement specified security measures by July 2025.,2025-07-27,one-time,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Card Payments Security,72,Transaction Surveillance,"- 72.REs shall ensure robust surveillance/monitoring of card transactions (especially overseas cash withdrawals) and setting up of rules and limits commensurate with their risk appetites. REs shall take up with the card network and/or ATM network as the case may be, to put in place transaction limits at Card, BIN as well as at the RE level. Such limits shall be mandatorily set at the card network switch itself. Limits could be mandated both for domestic as well as international transactions separately. REs shall put in place transaction control mechanisms with necessary caps (restrictions on transactions), if any of the limits set as per the above requirement is breached. A periodic review mechanism of such limits set as per the risk appetite of the RE shall be put in place as per the Board-approved policy. REs shall institute a mechanism to monitor breaches, if any, on a 24x7 basis, including weekends, long holidays and put in place a robust incident response mechanism to mitigate the fraud loss, on account of suspicious transactions, if any. REs shall ensure that card details of the customers are not stored in plain text at the RE and its vendor(s) locations, systems and applications. REs shall also ensure that the processing of card details in readable format is performed in a secure manner to strictly avoid data leakage of sensitive customer information.","REs must implement transaction surveillance for card transactions, set transaction limits according to risk appetite, review mechanisms for compliance, monitor breaches continuously, and ensure sensitive card details are secured and not stored in plain text.",Establish transaction monitoring and limit-setting procedures in line with risk appetite and conduct regular reviews as per Board-approved policy.,N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Card Payments Security,73,Unencrypted Data Scanning,"- 73.REs that use card data scanning tools to identify unencrypted (clear text) payments card data in their ecosystem especially during audits shall adhere to the following safety measures: - 73.a Any tool (procured by/from a third-party) for the purpose of scanning of unencrypted card data should first be tested in a test environment to understand the scope and impact of the tool’s capabilities; - 73.b The scanning tool should be installed only in the RE's premises on their devices; - 73.c Card data scanning should not be done remotely; - 73.d The discovered data, if any, must preferably reside in the scanning tool. Exportable card data must be appropriately masked. (No data, even masked, must be taken out of the RE’s premises/infrastructure); and - 73.e Limited access to service providers to conduct the scan or analyse the data, if at all, must be provided only on the RE’s devices.",Regulated entities must implement specific safety measures when using card data scanning tools to identify unencrypted payment card data.,"Ensure all scanning tools are tested in a controlled environment and installed only on the organization's premises, with access restrictions in place.",N/A,ongoing,No,Not Started,,,
DPSC_-_Digital_Payment_Security_Controls_20250527182933_52a8cd2e-1649-4b9d-8e8c-65afb0eed79d,Acronyms,1,Acronyms,"- 1.ACL Access Control List - 1.ASLC Application Security Life Cycle - 1.ATM Automated Teller Machine - 1.BIN Bank Identification Number - 1.BIOS Basic Input/Output System - 1.CAPTCHA Completely Automated Public Turing test to tell Computers and Humans Apart - 1.CVV Card Verification Value - 1.DDoS Distributed Denial of Service - 1.DNS Domain Name Server - 1.DoR Department of Regulation - 1.DoS Department of Supervision - 1.DPSS Department of Payment and Settlement Systems - 1.DUKPT Derived Unique Key per Transaction - 1.EMV Europay, Mastercard, and Visa - 1.FSP Functionality, Security and Performance - 1.HSM Hardware Security Module - 1.HTML HyperText Markup Language - 1.IP Internet Protocol - 1.IT Information Technology - 1.IVR Interactive Voice Response - 1.LMK Local Master Key - 1.MCC Merchant Category Code - 1.MITB Man-in-The Browser attack - 1.MITM Man-In-the-Middle attack - 1.NIST National Institute of Standards and Technology - 1.OEM Original Equipment Manufacturer - 1.OTP One Time Password - 1.OWASP Open Web Application Security Project - 1.OWASP-ASVS Open Web Application Security Project - Application Security Verification Standard - 1.OWASP-MASVS Open Web Application Security Project - Mobile Application Security Verification Standard - 1.PA-DSS Payment Application Data Security Standard - 1.PCI Payment Card Industry - 1.PCI-DSS Payment Card Industry - Data Security Standard - 1.PCI-HSM Payment Card Industry - Hardware Security Module - 1.PCI-P2PE Payment Card Industry - Point to Point Encryption - 1.PCI-PTS Payment Card Industry - PIN Transaction Security - 1.PIN Personal Identification Number - 1.PKI Public Key Infrastructure - 1.PoS Point of Sale - 1.PT Penetration Testing - 1.RBI Reserve Bank of India - 1.RCSA Risk Control Self-Assessment - 1.REs Regulated Entities - 1.SIM Subscriber Identification Module - 1.SOP Standard Operating Procedure - 1.SQL Structured Query Language - 1.SSL Secure Socket Layer - 1.TLE Terminal Line Encryption - 1.TLS Transport Layer Security - 1.UAT User Acceptance Test - 1.UKPT Unique Key Per terminal - 1.USB Universal Serial Bus - 1.VA Vulnerability Assessment - 1.VPA Virtual Payment Address - 1.WAF Web Application Firewall",This section provides a list of acronyms relevant to regulatory compliance and security practices.,Familiarize all relevant personnel with the acronyms and their meanings to ensure clear communication and understanding of compliance requirements.,N/A,N/A,No,Not Started,,,
