Document_ID,Chapter,Section,Sub Section,Description,Compliance_Requirements,Due date,Applicability,Role Assigned To,Summary,Action Item
IT_Outsourcing,III - Governance Framework,Role of the Board,b) approving policies to evaluate the risks and materiality of all existing and prospective IT outsourcing arrangements; and,b) approving policies to evaluate the risks and materiality of all existing and prospective IT outsourcing arrangements; and,Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must approve policies to assess risks and materiality in IT outsourcing arrangements.,Develop and approve comprehensive risk evaluation policies for IT outsourcing by the management team.
IT_Outsourcing,III - Governance Framework,Role of the Board,c) setting up suitable administrative framework of Senior Management for the purpose of these Directions.,c) setting up suitable administrative framework of Senior Management for the purpose of these Directions.,Compliance required,N/A,Regulated Entities,Compliance Team,An appropriate administrative framework for Senior Management is required to align with these Directions.,Establish and document the administrative framework for Senior Management immediately.
IT_Outsourcing,III - Governance Framework,Role of the Senior Management,"a) formulating IT outsourcing policies and procedures, evaluating the risks and materiality of all existing and prospective IT outsourcing arrangements based on the framework commensurate with the complexity, nature and scope, in line with the enterprise-wide risk management of the organisation approved by the Board and its implementation;","a) formulating IT outsourcing policies and procedures, evaluating the risks and materiality of all existing and prospective IT outsourcing arrangements based on the framework commensurate with the complexity, nature and scope, in line with the enterprise-wide risk management of the organisation approved by the Board and its implementation;",Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must develop IT outsourcing policies that evaluate risks and align with board-approved enterprise risk management.,Draft and implement IT outsourcing policies and procedures for board approval.
IT_Outsourcing,III - Governance Framework,Role of the Senior Management,"b) prior evaluation of prospective IT outsourcing arrangements and periodic evaluation of the existing outsourcing arrangements covering the performance review, criticality and associated risks of all such arrangements based on the policy approved by the Board;","b) prior evaluation of prospective IT outsourcing arrangements and periodic evaluation of the existing outsourcing arrangements covering the performance review, criticality and associated risks of all such arrangements based on the policy approved by the Board;",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations must evaluate both prospective and existing IT outsourcing arrangements regularly, focusing on performance, criticality, and risks according to Board-approved policy.",Conduct evaluations of IT outsourcing arrangements based on the Board-approved policy.
IT_Outsourcing,III - Governance Framework,Role of the Senior Management,"c) identifying IT outsourcing risks as they arise, monitoring, mitigating, managing and reporting of such risks to the Board/ Board Committee in a timely manner;","c) identifying IT outsourcing risks as they arise, monitoring, mitigating, managing and reporting of such risks to the Board/ Board Committee in a timely manner;",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations must identify, monitor, mitigate, manage, and report IT outsourcing risks to the Board promptly.",Establish a risk management protocol for IT outsourcing and ensure timely reporting to the Board.
IT_Outsourcing,III - Governance Framework,Role of the Senior Management,"d) ensuring that suitable business continuity plans based on realistic and probable disruptive scenarios, including exit of any third-party service provider, are in place and tested periodically;","d) ensuring that suitable business continuity plans based on realistic and probable disruptive scenarios, including exit of any third-party service provider, are in place and tested periodically;",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations must establish and periodically test business continuity plans for potential disruptions, including third-party provider exits.","Develop and implement a business continuity plan, and schedule regular testing."
IT_Outsourcing,III - Governance Framework,Role of the Senior Management,e) ensuring (i) effective oversight over third party for data confidentiality and (ii) appropriate redressal of customer grievances in a timely manner;,e) ensuring (i) effective oversight over third party for data confidentiality and (ii) appropriate redressal of customer grievances in a timely manner;,Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must ensure oversight of third parties for data confidentiality and address customer grievances promptly.,Establish a monitoring system for third-party compliance and a defined process for addressing customer complaints.
IT_Outsourcing,III - Governance Framework,Role of the Senior Management,"f) ensuring an independent review and audit on a periodic basis for compliance with the legislations, regulations, Board-approved policy and performance standards and reporting the same to Board/ Board Committee; and","f) ensuring an independent review and audit on a periodic basis for compliance with the legislations, regulations, Board-approved policy and performance standards and reporting the same to Board/ Board Committee; and",Compliance required,N/A,Regulated Entities,Compliance Team,An independent review and audit for compliance must be conducted periodically and reported to the Board or Board Committee.,Schedule and carry out the independent review and audit for compliance compliance by the next Board meeting.
IT_Outsourcing,III - Governance Framework,Role of the Senior Management,g) creating essential capacity with required skillsets within the organisation for proper oversight of outsourced activities.,g) creating essential capacity with required skillsets within the organisation for proper oversight of outsourced activities.,Compliance required,2024-06-30,Regulated Entities,Compliance Team,Organizations must develop necessary skills to oversee outsourced activities effectively.,Conduct a skills assessment and implement training programs for relevant staff by Q2 2024.
IT_Outsourcing,III - Governance Framework,Role of IT Function,"a) assisting the Senior Management in identifying, measuring, monitoring, mitigating and managing the level of IT outsourcing risk in the organisation;","a) assisting the Senior Management in identifying, measuring, monitoring, mitigating and managing the level of IT outsourcing risk in the organisation;",Compliance required,2024-03-31,Regulated Entities,Compliance Team,The organization must assist Senior Management in managing IT outsourcing risks.,Develop a comprehensive risk assessment framework for IT outsourcing by Q1 2024.
IT_Outsourcing,III - Governance Framework,Role of IT Function,"b) ensuring that a central database of all IT outsourcing arrangements is maintained and is accessible for review by Board, Senior Management, Auditors and Supervisors;","b) ensuring that a central database of all IT outsourcing arrangements is maintained and is accessible for review by Board, Senior Management, Auditors and Supervisors;",Compliance required,N/A,Regulated Entities,Compliance Team,A central database of IT outsourcing arrangements must be maintained for accessibility by relevant parties.,"Establish and maintain a central database for IT outsourcing arrangements accessible to Board, Senior Management, Auditors, and Supervisors."
IT_Outsourcing,III - Governance Framework,Role of IT Function,"c) effectively monitor and supervise the outsourced activity to ensure that the service providers meet the laid down performance standards and provide uninterrupted services, report to the Senior Management; coordinate periodic due diligence and highlight concerns, if any; and","c) effectively monitor and supervise the outsourced activity to ensure that the service providers meet the laid down performance standards and provide uninterrupted services, report to the Senior Management; coordinate periodic due diligence and highlight concerns, if any; and",Compliance required,N/A,Regulated Entities,Compliance Team,"Service providers must be monitored to ensure they meet performance standards and provide uninterrupted services, with reports made to Senior Management.",Establish a monitoring and reporting system for outsourced activities and conduct periodic due diligence.
IT_Outsourcing,III - Governance Framework,Role of IT Function,"d) putting in place necessary documentation required for contractual agreements including service level management, monitoring of vendor operations, key risk indicators and classifying the vendors as per the determined risk.","d) putting in place necessary documentation required for contractual agreements including service level management, monitoring of vendor operations, key risk indicators and classifying the vendors as per the determined risk.",Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must establish necessary documentation for vendor contractual agreements and risk classification.,Prepare and implement the required documentation for vendor service level management and risk classification.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Due Diligence on Service Providers,"a) In considering or renewing an Outsourcing of IT Services arrangement, appropriate due diligence shall be performed to assess the capability of the service provider to comply with obligations in the outsourcing agreement on an ongoing basis.","a) In considering or renewing an Outsourcing of IT Services arrangement, appropriate due diligence shall be performed to assess the capability of the service provider to comply with obligations in the outsourcing agreement on an ongoing basis.",Compliance required,N/A,Regulated Entities,Compliance Team,Due diligence is required to evaluate the service provider's capability before outsourcing IT services.,Conduct a thorough assessment of potential service providers' compliance capabilities prior to finalizing outsourcing agreements.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Due Diligence on Service Providers,b) A risk-based approach shall be adopted in conducting such due diligence activities.,b) A risk-based approach shall be adopted in conducting such due diligence activities.,Compliance required,N/A,Regulated Entities,Compliance Team,A risk-based approach should be utilized for due diligence activities.,Develop and implement a risk assessment framework for due diligence activities.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Due Diligence on Service Providers,"c) Due diligence shall take into consideration qualitative, quantitative, financial, operational, legal and reputational factors. Where possible, the RE shall obtain independent reviews and market feedback on the service provider to supplement its own assessment.","c) Due diligence shall take into consideration qualitative, quantitative, financial, operational, legal and reputational factors. Where possible, the RE shall obtain independent reviews and market feedback on the service provider to supplement its own assessment.",Compliance required,N/A,Regulated Entities,Compliance Team,Entities must conduct comprehensive due diligence considering various factors and obtain independent reviews of service providers.,Perform due diligence assessments and seek independent reviews for service providers.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Due Diligence on Service Providers,"d) REs shall also consider, while evaluating the capability of the service provider, risks arising from concentration of outsourcing arrangements with a single or a few service provider/s.","d) REs shall also consider, while evaluating the capability of the service provider, risks arising from concentration of outsourcing arrangements with a single or a few service provider/s.",Compliance required,N/A,Regulated Entities,Compliance Team,Entities should assess risks from outsourcing arrangements concentrated with fewer service providers.,Conduct a risk evaluation of current outsourcing arrangements with service providers.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"Due diligence shall involve evaluation of all available information, as applicable, about the service provider, including but not limited to:","Due diligence shall involve evaluation of all available information, as applicable, about the service provider, including but not limited to:",Compliance required,N/A,Regulated Entities,Compliance Team,Conduct due diligence by evaluating all relevant information regarding the service provider.,Gather and analyze comprehensive data on the service provider's background and services.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,a) past experience and demonstrated competence to implement and support the proposed IT activity over the contract period;,a) past experience and demonstrated competence to implement and support the proposed IT activity over the contract period;,Compliance required,N/A,Regulated Entities,Compliance Team,Entities must demonstrate past experience and competence for proposed IT activities during the contract period.,Gather and present documentation of relevant past projects and expertise for evaluation.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,b) financial soundness and ability to service commitments even under adverse conditions;,b) financial soundness and ability to service commitments even under adverse conditions;,Compliance required,N/A,Regulated Entities,Compliance Team,Entities must demonstrate financial soundness and commitment servicing ability even in adverse conditions.,Conduct a financial risk assessment to evaluate resilience under potential adverse scenarios.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"c) business reputation and culture, compliance, complaints and outstanding or potential litigations;","c) business reputation and culture, compliance, complaints and outstanding or potential litigations;",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations must assess and address issues related to business reputation, compliance, complaints, and potential litigations.",Conduct a comprehensive review of business practices and establish a plan to mitigate any identified risks.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"d) conflict of interest, if any;","d) conflict of interest, if any;",Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must disclose any conflicts of interest that may arise.,Conduct a conflict of interest assessment and document any identified instances.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"e) external factors like political, economic, social and legal environment of the jurisdiction in which the service provider operates and other events that may impact data security and service performance;","e) external factors like political, economic, social and legal environment of the jurisdiction in which the service provider operates and other events that may impact data security and service performance;",Compliance required,2024-06-30,Regulated Entities,Compliance Team,Service providers must assess external factors impacting data security and service performance.,Conduct a comprehensive risk assessment to evaluate external influences on data security by Q2 2024.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"f) details of the technology, infrastructure stability, security and internal control, audit coverage, reporting and monitoring procedures, data backup arrangements, business continuity management and disaster recovery plan;","f) details of the technology, infrastructure stability, security and internal control, audit coverage, reporting and monitoring procedures, data backup arrangements, business continuity management and disaster recovery plan;",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations must provide details on technology, security, internal controls, and disaster recovery plans.",Compile and submit a comprehensive report covering all required details by the specified due date.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,g) capability to identify and segregate REs data;,g) capability to identify and segregate REs data;,Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must have the capability to identify and segregate REs data effectively.,Develop and implement a system for identifying and segregating REs data.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,h) quality of due diligence exercised by the service provider with respect to its employees and sub-contractors;,h) quality of due diligence exercised by the service provider with respect to its employees and sub-contractors;,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must ensure thorough due diligence regarding their employees and subcontractors.,Review and enhance due diligence procedures focused on employees and subcontractors.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,i) capability to comply with the regulatory and legal requirements of the Outsourcing of IT Services arrangement;,i) capability to comply with the regulatory and legal requirements of the Outsourcing of IT Services arrangement;,Compliance required,2024-03-31,Regulated Entities,Compliance Team,Organizations must ensure they can meet regulatory and legal requirements for outsourcing IT services.,Conduct a compliance review of current outsourcing arrangements by the end of Q1 2024.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,j) information/cyber security risk assessment;,j) information/cyber security risk assessment;,Compliance required,N/A,Regulated Entities,Compliance Team,Conduct a comprehensive information/cyber security risk assessment.,Complete the risk assessment and document findings.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"k) ensuring that appropriate controls, assurance requirements and possible contractual arrangements are in place to ensure data protection and RE's access to the data which is processed, managed or stored by the service provider;","k) ensuring that appropriate controls, assurance requirements and possible contractual arrangements are in place to ensure data protection and RE's access to the data which is processed, managed or stored by the service provider;",Compliance required,2024-03-31,Regulated Entities,Compliance Team,Service providers must implement controls and agreements for data protection and access management.,Review and establish necessary controls and contractual arrangements with service providers by Q1 2024.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"l) ability to effectively service all the customers while maintaining confidentiality, especially where a service provider has exposure to multiple entities; and","l) ability to effectively service all the customers while maintaining confidentiality, especially where a service provider has exposure to multiple entities; and",Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must ensure the ability to maintain confidentiality while servicing multiple customers.,Develop and implement a confidentiality policy for customer interactions by conducting employee training sessions.
IT_Outsourcing,IV - Evaluation and Engagement of Service Providers,Aspects to be considered,"m) ability to enforce agreements and the rights available thereunder including those relating to aspects such as data storage, data protection and confidentiality.","m) ability to enforce agreements and the rights available thereunder including those relating to aspects such as data storage, data protection and confidentiality.",Compliance required,N/A,Regulated Entities,Compliance Team,"Ensure enforcement of agreements concerning data storage, protection, and confidentiality rights.",Review and update all agreements to include enforcement mechanisms for data rights.
IT_Outsourcing,V - Outsourcing Agreement,Legally binding agreement,a) REs shall ensure that their rights and obligations and those of each of their service providers are clearly defined and set out in a legally binding written agreement.,a) REs shall ensure that their rights and obligations and those of each of their service providers are clearly defined and set out in a legally binding written agreement.,Compliance required,N/A,Regulated Entities,Compliance Team,"Entities must define their rights and obligations, along with those of service providers, in legally binding agreements.",Draft and finalize written agreements that clearly outline all rights and obligations.
IT_Outsourcing,V - Outsourcing Agreement,Legally binding agreement,"b) In principle, the provisions of the agreement should appropriately reckon the criticality of the outsourced task to the business of the RE, the associated risks and the strategies for mitigating or managing them.","b) In principle, the provisions of the agreement should appropriately reckon the criticality of the outsourced task to the business of the RE, the associated risks and the strategies for mitigating or managing them.",Compliance required,N/A,Regulated Entities,Compliance Team,"Agreements must consider the criticality of outsourced tasks, associated risks, and management strategies.",Review and amend all relevant agreements to account for task criticality and risk strategies.
IT_Outsourcing,V - Outsourcing Agreement,Legally binding agreement,c) The terms and conditions governing the contract shall be carefully defined and vetted by the RE’s legal counsel for their legal effect and enforceability. The agreement shall be sufficiently flexible to allow the RE to retain adequate control over the outsourced activity and the right to intervene with appropriate measures to meet legal and regulatory obligations.,c) The terms and conditions governing the contract shall be carefully defined and vetted by the RE’s legal counsel for their legal effect and enforceability. The agreement shall be sufficiently flexible to allow the RE to retain adequate control over the outsourced activity and the right to intervene with appropriate measures to meet legal and regulatory obligations.,Compliance required,N/A,Regulated Entities,Compliance Team,Legal counsel must vet contract terms to ensure enforceability while allowing the RE adequate control over outsourced activities.,Engage legal counsel to review contract terms for compliance and flexibility.
IT_Outsourcing,V - Outsourcing Agreement,Legally binding agreement,d) The agreement shall also bring out the nature of legal relationship between the parties.,d) The agreement shall also bring out the nature of legal relationship between the parties.,Compliance required,N/A,Regulated Entities,Compliance Team,The agreement must clearly define the legal relationship between the involved parties.,Review and revise the agreement to specify the legal relationship of all parties involved.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"a) details of the activity being outsourced, including appropriate service and performance standards including for the sub-contractors, if any;","a) details of the activity being outsourced, including appropriate service and performance standards including for the sub-contractors, if any;",Compliance required,N/A,Regulated Entities,Compliance Team,Outsourced activities must include detailed service and performance standards for primary and subcontractors.,Develop and document service and performance standards for outsourcing arrangements.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"b) effective access by the RE to all data, books, records, information, logs, alerts and business premises relevant to the outsourced activity, available with the service provider;","b) effective access by the RE to all data, books, records, information, logs, alerts and business premises relevant to the outsourced activity, available with the service provider;",Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must ensure RE has effective access to all relevant data and premises for outsourced activities.,Verify and establish access protocols for RE to all necessary data and facilities.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"c) regular monitoring and assessment of the service provider by the RE for continuous management of the risks holistically, so that any necessary corrective measure can be taken immediately;","c) regular monitoring and assessment of the service provider by the RE for continuous management of the risks holistically, so that any necessary corrective measure can be taken immediately;",Compliance required,N/A,Regulated Entities,Compliance Team,Regular assessment and monitoring of the service provider is required for effective risk management.,Establish a schedule for ongoing risk assessments of the service provider.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"d) type of material adverse events (e.g., data breaches, denial of service, service unavailability, etc.) and the incidents required to be reported to RE to enable RE to take prompt risk mitigation measures and ensure compliance with statutory and regulatory guidelines;","d) type of material adverse events (e.g., data breaches, denial of service, service unavailability, etc.) and the incidents required to be reported to RE to enable RE to take prompt risk mitigation measures and ensure compliance with statutory and regulatory guidelines;",Compliance required,N/A,Regulated Entities,Compliance Team,Entities must report specific types of material adverse events to ensure timely risk mitigation and compliance.,Establish a reporting protocol for adverse events and incidents to notify relevant authorities promptly.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"e) compliance with the provisions of Information Technology Act, 2000, other applicable legal requirements and standards to protect the customer data;","e) compliance with the provisions of Information Technology Act, 2000, other applicable legal requirements and standards to protect the customer data;",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations must comply with the Information Technology Act, 2000, and applicable legal standards for customer data protection.",Ensure all systems and practices are aligned with the IT Act and data protection standards.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"f) the deliverables, including Service-Level Agreements (SLAs) formalising performance criteria to measure the quality and quantity of service levels;","f) the deliverables, including Service-Level Agreements (SLAs) formalising performance criteria to measure the quality and quantity of service levels;",Compliance required,N/A,Regulated Entities,Compliance Team,Service-Level Agreements (SLAs) must be established to define and measure service performance criteria.,Draft and finalize SLAs that outline performance metrics by the specified deadline.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,g) storage of data (as applicable to the concerned REs) only in India as per extant regulatory requirements;,g) storage of data (as applicable to the concerned REs) only in India as per extant regulatory requirements;,Compliance required,N/A,Regulated Entities,Compliance Team,Data storage must be conducted solely within India as per current regulations.,Ensure all relevant data is stored in India and review storage practices for compliance.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"h) clauses requiring the service provider to provide details of data (related to RE and its customers) captured, processed and stored;","h) clauses requiring the service provider to provide details of data (related to RE and its customers) captured, processed and stored;",Compliance required,N/A,Regulated Entities,Compliance Team,"Service providers must disclose details on data related to RE and its customers that they capture, process, and store.",Ensure service providers are contractually obligated to provide data details as specified.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"i) controls for maintaining confidentiality of data of RE’s and its customers’, and incorporating service provider’s liability to RE in the event of security breach and leakage of such information;","i) controls for maintaining confidentiality of data of RE’s and its customers’, and incorporating service provider’s liability to RE in the event of security breach and leakage of such information;",Compliance required,N/A,Regulated Entities,Compliance Team,Entities must establish controls to protect the confidentiality of data and define service provider liability in case of security breaches.,Develop and implement a data confidentiality policy and liability agreements with service providers.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,j) types of data/ information that the service provider (vendor) is permitted to share with RE’s customer and / or any other party;,j) types of data/ information that the service provider (vendor) is permitted to share with RE’s customer and / or any other party;,Compliance required,N/A,Regulated Entities,Compliance Team,The service provider must define types of data they can share with customers and other parties.,Create a list of permitted data types for sharing to comply with regulations.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"k) specifying the resolution process, events of default, indemnities, remedies, and recourse available to the respective parties;","k) specifying the resolution process, events of default, indemnities, remedies, and recourse available to the respective parties;",Compliance required,N/A,Regulated Entities,Compliance Team,"Organizations should define a resolution process, specify events of default, and outline remedies and recourse options for involved parties.",Draft and implement a detailed resolution and indemnity framework for contractual agreements.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,l) contingency plan(s) to ensure business continuity and testing requirements;,l) contingency plan(s) to ensure business continuity and testing requirements;,Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must develop and test contingency plans to ensure business continuity.,Create and validate contingency plans by conducting tests quarterly.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"m) right to conduct audit of the service provider (including its sub-contractors) by the RE, whether by its internal or external auditors, or by agents appointed to act on its behalf, and to obtain copies of any audit or review reports and findings made about the service provider in conjunction with the services performed for the RE;","m) right to conduct audit of the service provider (including its sub-contractors) by the RE, whether by its internal or external auditors, or by agents appointed to act on its behalf, and to obtain copies of any audit or review reports and findings made about the service provider in conjunction with the services performed for the RE;",Compliance required,N/A,Regulated Entities,Compliance Team,The RE has the right to audit the service provider and obtain related audit reports.,Prepare for potential audits by ensuring all necessary documentation is accessible and up-to-date.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,n) right to seek information from the service provider about the third parties (in the supply chain) engaged by the former;,n) right to seek information from the service provider about the third parties (in the supply chain) engaged by the former;,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must provide information about third parties in their supply chain upon request.,Establish a communication protocol to request supply chain information from service providers.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"o) recognising the authority of regulators to perform inspection of the service provider and any of its sub-contractors. Adding clauses to allow RBI or person(s) authorised by it to access the RE's IT infrastructure, applications, data, documents, and other necessary information given to, stored or processed by the service provider and/ or its sub-contractors in relation and as applicable to the scope of the outsourcing arrangement;","o) recognising the authority of regulators to perform inspection of the service provider and any of its sub-contractors. Adding clauses to allow RBI or person(s) authorised by it to access the RE's IT infrastructure, applications, data, documents, and other necessary information given to, stored or processed by the service provider and/ or its sub-contractors in relation and as applicable to the scope of the outsourcing arrangement;",Compliance required,N/A,Regulated Entities,Compliance Team,"Service providers must allow regulatory authorities access to their IT infrastructure and data, including that of subcontractors.",Update contracts to include clauses granting RBI and authorized personnel access rights.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,p) including clauses making the service provider contractually liable for the performance and risk management practices of its sub-contractors;,p) including clauses making the service provider contractually liable for the performance and risk management practices of its sub-contractors;,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must ensure contracts hold them accountable for the performance of their sub-contractors.,Review and update service provider contracts to include clauses on liability for sub-contractors.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"q) obligation of the service provider to comply with directions issued by the RBI in relation to the activities outsourced to the service provider, through specific contractual terms and conditions specified by the RE;","q) obligation of the service provider to comply with directions issued by the RBI in relation to the activities outsourced to the service provider, through specific contractual terms and conditions specified by the RE;",Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must comply with RBI directions regarding outsourced activities through specific contractual terms.,Review and update contracts with service providers to include compliance clauses as per RBI directions.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,r) clauses requiring prior approval/ consent of the RE for use of sub-contractors by the service provider for all or part of an outsourced activity;,r) clauses requiring prior approval/ consent of the RE for use of sub-contractors by the service provider for all or part of an outsourced activity;,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must obtain prior approval from the RE before using subcontractors for outsourced activities.,Establish a process for seeking and documenting RE approval for subcontractor use.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,"s) termination rights of the RE, including the ability to orderly transfer the proposed IT-outsourcing arrangement to another service provider, if necessary or desirable;","s) termination rights of the RE, including the ability to orderly transfer the proposed IT-outsourcing arrangement to another service provider, if necessary or desirable;",Compliance required,N/A,Regulated Entities,Compliance Team,The regulatory entity has termination rights for the IT-outsourcing arrangement and can transfer it to another service provider if necessary.,Review and establish a plan for transferring IT-outsourcing arrangements to a new provider if termination occurs.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,t) obligation of the service provider to co-operate with the relevant authorities in case of insolvency/ resolution of the RE;,t) obligation of the service provider to co-operate with the relevant authorities in case of insolvency/ resolution of the RE;,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must cooperate with authorities during insolvency or resolution of the regulatory entity.,Establish and document procedures for cooperation with relevant authorities in insolvency situations.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,u) provision to consider skilled resources of service provider who provide core services as “essential personnel” so that a limited number of staff with back-up arrangements necessary to operate critical functions can work on-site during exigencies (including pandemic situations);,u) provision to consider skilled resources of service provider who provide core services as “essential personnel” so that a limited number of staff with back-up arrangements necessary to operate critical functions can work on-site during exigencies (including pandemic situations);,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must designate skilled personnel for essential services to ensure critical operations can continue during emergencies.,Identify and train essential personnel to operate on-site as needed.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,v) clause requiring suitable back-to-back arrangements between service providers and the OEMs;,v) clause requiring suitable back-to-back arrangements between service providers and the OEMs;,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers must establish appropriate back-to-back agreements with OEMs.,Draft and finalize back-to-back arrangements between service providers and OEMs.
IT_Outsourcing,V - Outsourcing Agreement,Aspects to be considered in agreement,w) clause requiring non-disclosure agreement with respect to information retained by the service provider.,w) clause requiring non-disclosure agreement with respect to information retained by the service provider.,Compliance required,N/A,Regulated Entities,Compliance Team,Service providers are required to sign a non-disclosure agreement for information retention.,Develop and enforce a non-disclosure agreement policy for all service provider contracts.
IT_Outsourcing,VI - Risk Management,Risk Management Framework,"(a) REs shall put in place a Risk Management framework for Outsourcing of IT Services that shall comprehensively deal with the processes and responsibilities for identification, measurement, mitigation, management, and reporting of risks associated with Outsourcing of IT Services arrangements.","(a) REs shall put in place a Risk Management framework for Outsourcing of IT Services that shall comprehensively deal with the processes and responsibilities for identification, measurement, mitigation, management, and reporting of risks associated with Outsourcing of IT Services arrangements.",Compliance required,N/A,Regulated Entities,Compliance Team,Organizations must establish a Risk Management framework for Outsourcing IT Services to address related risks.,Develop and implement the Risk Management framework for Outsourcing IT Services.
IT_Outsourcing,VI - Risk Management,Risk Management Framework,"(b) The risk assessments carried out by the REs shall be suitably documented with necessary approvals in line with the roles and responsibilities for the Board of Directors, Senior Management and IT Function. Such risk assessments shall be subject to internal and external quality assurance on a periodic basis as determined by the Board-approved policy.","(b) The risk assessments carried out by the REs shall be suitably documented with necessary approvals in line with the roles and responsibilities for the Board of Directors, Senior Management and IT Function. Such risk assessments shall be subject to internal and external quality assurance on a periodic basis as determined by the Board-approved policy.",Compliance required,N/A,Regulated Entities,Compliance Team,Risk assessments must be documented with approvals and undergo periodic quality assurance as per the Board-approved policy.,"Ensure all risk assessments are documented and approved, then schedule periodic quality assurance reviews."
IT_Outsourcing,VI - Risk Management,Risk Management Framework,(c) REs shall be responsible for the confidentiality and integrity of data and information pertaining to the customers that is available to the service provider.,(c) REs shall be responsible for the confidentiality and integrity of data and information pertaining to the customers that is available to the service provider.,Compliance required,N/A,Regulated Entities,Compliance Team,Responsible entities must ensure the confidentiality and integrity of customer data with service providers.,Implement data protection measures and protocols for customer information with service providers.
IT_Outsourcing,VI - Risk Management,Risk Management Framework,"(d) Access to data at RE’s location / data centre by service providers shall be on need-to-know basis, with appropriate controls to prevent security breaches and/or data misuse.","(d) Access to data at RE’s location / data centre by service providers shall be on need-to-know basis, with appropriate controls to prevent security breaches and/or data misuse.",Compliance required,N/A,Regulated Entities,Compliance Team,"Access to data by service providers must be limited to what is necessary, with controls to prevent security breaches and data misuse.",Establish and enforce data access controls based on the need-to-know principle for service providers.
